GPST,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2022/05/05 15:51:34.000,35.154244189,-2.906282494,53.2804,2,5,1.8120,0.6445,1.5868,-0.7845,0.4435,-0.8312,-0.00,0.0
2022/05/05 15:51:35.000,35.154262970,-2.906287461,53.9116,2,5,1.7316,0.5043,1.5922,-0.5872,0.3195,-0.8508,-0.00,0.0
2022/05/05 15:51:36.000,35.154244859,-2.906287465,54.4944,2,5,1.6828,0.5391,1.6851,-0.6201,0.3755,-1.0649,-0.00,0.0
2022/05/05 15:51:37.000,35.154247747,-2.906292451,53.2994,2,5,1.4914,0.4739,1.7070,-0.3667,0.2776,-0.8640,-0.00,0.0
2022/05/05 15:51:38.000,35.154254003,-2.906299820,53.3427,2,5,1.5983,0.5277,1.6933,-0.4336,0.0587,-0.8988,-0.00,0.0
2022/05/05 15:51:39.000,35.154237741,-2.906304027,54.4389,2,5,0.9939,0.4301,1.5130,0.2970,-0.3475,-0.9222,-0.00,0.0
2022/05/05 15:51:40.000,35.154240043,-2.906312236,55.6392,2,6,0.8402,0.4655,1.7407,0.3881,-0.5939,-0.9794,-0.00,0.0
2022/05/05 15:51:41.000,35.154263237,-2.906305656,49.6377,2,6,0.8159,0.4788,1.6150,0.3930,-0.5757,-0.9097,-0.00,0.0
2022/05/05 15:51:42.000,35.154267879,-2.906305870,48.8159,2,6,0.9004,0.6182,1.7689,0.5545,-0.7894,-1.0507,-0.00,0.0
2022/05/05 15:51:43.000,35.154260265,-2.906321049,50.4097,2,6,0.9124,0.6725,1.7696,0.5963,-0.8244,-1.0579,-0.00,0.0
2022/05/05 15:51:44.000,35.154251912,-2.906336303,52.8272,2,6,0.8724,0.6984,1.6217,0.5852,-0.7549,-0.9523,-0.00,0.0
2022/05/05 15:51:45.000,35.154247330,-2.906338967,53.9647,2,6,0.7761,0.8010,1.4192,0.5261,-0.3048,-0.6962,-0.00,0.0
2022/05/05 15:51:46.000,35.154247328,-2.906343612,55.2661,2,6,0.6599,0.4446,1.3972,0.0513,0.2332,-0.6244,-0.00,0.0
2022/05/05 15:51:47.000,35.154244900,-2.906349147,54.6054,2,6,0.6668,0.4821,1.3067,0.2198,-0.1550,-0.5931,-0.00,0.0
2022/05/05 15:51:48.000,35.154242139,-2.906354843,53.8473,2,6,0.6308,0.4219,1.2675,-0.0410,0.2165,-0.5322,-0.00,0.0
2022/05/05 15:51:49.000,35.154241181,-2.906358362,52.7861,2,6,0.6275,0.4521,1.3625,-0.1061,0.3755,-0.5375,-0.00,0.0
2022/05/05 15:51:50.000,35.154237908,-2.906364152,52.0243,2,6,0.6472,0.4376,1.4328,-0.1603,0.3693,-0.6093,-0.00,0.0
2022/05/05 15:51:51.000,35.154239242,-2.906370479,53.6064,2,5,1.6927,0.5464,1.3570,-0.7447,-0.2398,0.3035,-0.00,0.0
2022/05/05 15:51:52.000,35.154251864,-2.906377705,53.8347,2,5,1.6953,0.5432,1.4690,-0.7261,-0.4133,0.1944,-0.00,0.0
2022/05/05 15:51:53.000,35.154242083,-2.906371704,53.6504,2,6,0.6174,0.4145,1.2594,0.1825,-0.0921,-0.6092,-0.00,0.0
2022/05/05 15:51:54.000,35.154238282,-2.906379490,54.1447,2,6,0.6455,0.4833,1.2659,0.2931,-0.2830,-0.6429,-0.00,0.0
2022/05/05 15:51:55.000,35.154232424,-2.906389308,54.6457,2,6,0.6366,0.4172,1.3175,0.2042,-0.1882,-0.6653,-0.00,0.0
2022/05/05 15:51:56.000,35.154227943,-2.906395606,55.6731,2,6,0.6691,0.4412,1.4367,0.2542,-0.2788,-0.7451,-0.00,0.0
2022/05/05 15:51:57.000,35.154222317,-2.906400185,56.0406,2,6,0.8297,0.6337,1.7503,0.5201,-0.6362,-1.0069,-0.00,0.0
2022/05/05 15:51:58.000,35.154219877,-2.906403313,54.8234,2,6,0.7674,0.5038,1.7085,0.3914,-0.5382,-0.9507,-0.00,0.0
2022/05/05 15:51:59.000,35.154228702,-2.906404093,50.6027,2,6,0.7591,0.4810,1.7652,0.3517,-0.4897,-0.9615,-0.00,0.0
2022/05/05 15:52:00.000,35.154219072,-2.906410022,52.5647,2,6,0.7084,0.4781,1.6238,0.2966,-0.3500,-0.8552,-0.00,0.0
2022/05/05 15:52:01.000,35.154216014,-2.906415182,53.4580,2,6,0.6391,0.5661,1.4228,0.2848,0.2084,-0.6718,-0.00,0.0
2022/05/05 15:52:02.000,35.154215599,-2.906422350,52.7029,2,6,0.6270,0.4317,1.3105,0.2403,-0.2400,-0.6421,-0.00,0.0
2022/05/05 15:52:03.000,35.154219404,-2.906428063,51.6691,2,6,0.6077,0.4397,1.3118,0.1950,0.1129,-0.6118,-0.00,0.0
2022/05/05 15:52:04.000,35.154219002,-2.906432702,51.4805,2,6,0.5991,0.4120,1.2019,0.2205,-0.2442,-0.5697,-0.00,0.0
2022/05/05 15:52:05.000,35.154220543,-2.906440384,52.1738,2,6,0.6006,0.4083,1.1995,0.2253,-0.2681,-0.5727,-0.00,0.0
2022/05/05 15:52:06.000,35.154218837,-2.906447819,52.6165,2,6,0.6369,0.4178,1.3401,0.2626,-0.3435,-0.6713,-0.00,0.0
2022/05/05 15:52:07.000,35.154223036,-2.906451942,51.7848,2,6,0.6499,0.4279,1.2959,0.2846,-0.3365,-0.6584,-0.00,0.0
2022/05/05 15:52:08.000,35.154233746,-2.906449613,51.3980,2,5,1.1825,0.4667,1.7019,0.5169,-0.4978,-0.7642,-0.00,0.0
2022/05/05 15:52:09.000,35.154230532,-2.906454360,51.5206,2,5,0.9662,0.4299,1.3375,0.3944,-0.3337,-0.6138,-0.00,0.0
2022/05/05 15:52:10.000,35.154222181,-2.906458637,51.7518,2,5,1.0100,0.4492,1.3739,0.4210,-0.3484,-0.6612,-0.00,0.0
2022/05/05 15:52:11.000,35.154215725,-2.906462531,52.7301,2,4,1.7631,0.8354,1.6557,0.4346,-0.6844,-0.9261,-0.00,0.0
2022/05/05 15:52:12.000,35.154214902,-2.906457612,52.1083,2,5,1.3869,0.7199,1.9971,0.2223,-0.5945,-0.9680,-0.00,0.0
2022/05/05 15:52:13.000,35.154220064,-2.906463676,51.0742,2,6,1.3181,0.8576,2.2915,0.2404,-0.4956,-1.0231,-0.00,0.0
2022/05/05 15:52:14.000,35.154212633,-2.906484440,53.7429,2,5,1.9933,0.8581,2.7222,0.5798,-0.2563,0.8946,-0.00,0.0
2022/05/05 15:52:15.000,35.154224305,-2.906487931,53.5825,2,5,1.8455,0.8641,2.3784,0.4456,-0.2522,-0.5770,-0.00,0.0
2022/05/05 15:52:16.000,35.154225987,-2.906483333,53.5998,2,5,1.6403,0.7090,2.3059,0.2700,-0.6908,-0.8840,-0.00,0.0
2022/05/05 15:52:17.000,35.154236529,-2.906487758,52.2080,2,5,1.6969,0.7245,2.2957,0.2283,-0.6624,-0.7638,-0.00,0.0
2022/05/05 15:52:18.000,35.154214079,-2.906487974,53.3217,2,5,1.6387,0.6174,1.9619,0.6208,-0.5479,-0.5599,-0.00,0.0
2022/05/05 15:52:19.000,35.154219037,-2.906488854,53.9520,2,5,1.7886,0.5348,1.3918,0.5864,-0.3099,0.4928,-0.00,0.0
2022/05/05 15:52:20.000,35.154236582,-2.906493126,55.1169,2,5,1.4357,0.4746,1.1679,-0.4189,-0.3606,0.3099,-0.00,0.0
2022/05/05 15:52:21.000,35.154210002,-2.906490386,54.3828,2,5,0.5007,0.4334,1.0729,0.2944,-0.2180,-0.5646,-0.00,0.0
2022/05/05 15:52:22.000,35.154207792,-2.906496013,53.9684,2,6,0.5320,0.4506,1.1097,0.3417,-0.3238,-0.6138,-0.00,0.0
2022/05/05 15:52:23.000,35.154210452,-2.906502180,53.8741,2,6,0.5139,0.4470,1.0906,0.3251,-0.2902,-0.5890,-0.00,0.0
2022/05/05 15:52:24.000,35.154212784,-2.906502927,52.3114,2,6,0.5230,0.4294,1.1575,0.3061,-0.2597,-0.6246,-0.00,0.0
2022/05/05 15:52:25.000,35.154205623,-2.906507880,53.7788,2,6,0.5056,0.4466,1.0945,0.3122,-0.2349,-0.5767,-0.00,0.0
2022/05/05 15:52:26.000,35.154205897,-2.906508660,54.2820,2,6,0.4956,0.4367,1.1340,0.2781,-0.1636,-0.5883,-0.00,0.0
2022/05/05 15:52:27.000,35.154204899,-2.906518510,54.0918,2,6,0.4932,0.4334,1.0664,0.2962,-0.2484,-0.5647,-0.00,0.0
2022/05/05 15:52:28.000,35.154205742,-2.906525081,53.5974,2,6,0.4765,0.4155,1.0639,0.2626,-0.1667,-0.5470,-0.00,0.0
2022/05/05 15:52:29.000,35.154208267,-2.906531183,52.7774,2,6,0.4726,0.4369,1.1442,0.2316,0.2288,-0.5593,-0.00,0.0
2022/05/05 15:52:30.000,35.154208941,-2.906530946,53.0571,2,6,0.4675,0.4301,1.0733,0.2490,0.1208,-0.5328,-0.00,0.0
2022/05/05 15:52:31.000,35.154209585,-2.906542182,52.8980,2,6,0.5827,0.4241,1.4193,0.3064,-0.3068,-0.7833,-0.00,0.0
2022/05/05 15:52:32.000,35.154207980,-2.906555038,52.8815,2,6,0.5304,0.4318,1.2803,0.2745,-0.1566,-0.6778,-0.00,0.0
2022/05/05 15:52:33.000,35.154208585,-2.906556965,53.3746,2,6,0.5903,0.6182,1.2368,0.4489,-0.3174,-0.6813,-0.00,0.0
2022/05/05 15:52:34.000,35.154204558,-2.906567668,53.8281,2,6,0.5993,0.6211,1.2621,0.4555,-0.3375,-0.6999,-0.00,0.0
2022/05/05 15:52:35.000,35.154206289,-2.906570023,53.2907,2,6,0.4977,0.4439,1.1326,0.2856,-0.1656,-0.5882,-0.00,0.0
2022/05/05 15:52:36.000,35.154207433,-2.906571043,53.3086,2,6,0.4723,0.4278,1.0319,0.2742,-0.1741,-0.5279,-0.00,0.0
2022/05/05 15:52:37.000,35.154206927,-2.906574304,53.4624,2,6,0.4650,0.4250,1.0037,0.2711,-0.1698,-0.5097,-0.00,0.0
2022/05/05 15:52:38.000,35.154205802,-2.906583543,53.3851,2,6,0.4649,0.4249,1.0036,0.2708,-0.1692,-0.5097,-0.00,0.0
2022/05/05 15:52:39.000,35.154205669,-2.906591865,53.7507,2,6,0.4648,0.4249,1.0034,0.2708,-0.1687,-0.5095,-0.00,0.0
2022/05/05 15:52:40.000,35.154200480,-2.906596698,53.9441,2,5,0.5625,0.4416,1.0554,0.2036,-0.0726,-0.5863,-0.00,0.0
2022/05/05 15:52:41.000,35.154203737,-2.906607158,53.3780,2,6,0.4983,0.4337,1.1332,0.2813,-0.1854,-0.5927,-0.00,0.0
2022/05/05 15:52:42.000,35.154200322,-2.906621281,53.6365,2,6,0.6179,0.7934,1.2630,0.5404,0.1350,-0.6503,-0.00,0.0
2022/05/05 15:52:43.000,35.154201507,-2.906617988,53.2822,2,6,0.5188,0.5389,1.2543,0.3136,0.2675,-0.6224,-0.00,0.0
2022/05/05 15:52:44.000,35.154199262,-2.906619176,54.4695,2,6,0.5183,0.5155,1.2741,0.2946,0.2608,-0.6363,-0.00,0.0
2022/05/05 15:52:45.000,35.154201365,-2.906623786,54.3575,2,6,0.5330,0.5285,1.3955,0.2707,0.3637,-0.6893,-0.00,0.0
2022/05/05 15:52:46.000,35.154199874,-2.906628107,54.4105,2,6,0.4978,0.5590,1.0765,0.3519,0.1654,-0.5280,-0.00,0.0
2022/05/05 15:52:47.000,35.154198711,-2.906633458,54.7760,2,6,0.5566,0.4868,1.2320,0.3589,-0.3308,-0.6814,-0.00,0.0
2022/05/05 15:52:48.000,35.154197202,-2.906639429,54.7348,2,6,0.5675,0.5190,1.1704,0.4040,-0.4089,-0.6690,-0.00,0.0
2022/05/05 15:52:49.000,35.154195717,-2.906647486,54.5774,2,5,1.2979,0.5625,1.0878,-0.5752,-0.3366,-0.5253,-0.00,0.0
2022/05/05 15:52:50.000,35.154194770,-2.906653746,54.8813,2,6,0.5269,0.4355,1.1716,0.3173,-0.3008,-0.6377,-0.00,0.0
2022/05/05 15:52:51.000,35.154194949,-2.906652177,54.7587,2,6,0.4762,0.4228,1.0288,0.2812,-0.2025,-0.5310,-0.00,0.0
2022/05/05 15:52:52.000,35.154195802,-2.906656022,54.9193,2,6,0.4710,0.4152,1.0147,0.2744,-0.2025,-0.5227,-0.00,0.0
2022/05/05 15:52:53.000,35.154199820,-2.906659264,53.9314,2,5,0.5052,0.4256,1.1297,0.2938,-0.2461,-0.6006,-0.00,0.0
2022/05/05 15:52:54.000,35.154200485,-2.906668917,53.5634,2,6,0.5319,0.4497,1.1580,0.3328,-0.3202,-0.6367,-0.00,0.0
2022/05/05 15:52:55.000,35.154198492,-2.906666876,54.1477,2,6,0.6062,0.5237,1.4071,0.3823,-0.3203,-0.7828,-0.00,0.0
2022/05/05 15:52:56.000,35.154196972,-2.906674955,54.2989,2,6,0.5209,0.4876,1.1344,0.3372,-0.2448,-0.6058,-0.00,0.0
2022/05/05 15:52:57.000,35.154194897,-2.906681603,54.1893,2,6,0.5159,0.4874,1.1172,0.3357,-0.2400,-0.5941,-0.00,0.0
2022/05/05 15:52:58.000,35.154198806,-2.906684171,53.1308,2,6,0.5334,0.5150,1.1729,0.3547,-0.2349,-0.6254,-0.00,0.0
2022/05/05 15:52:59.000,35.154200386,-2.906700186,51.3603,2,6,0.5975,0.4583,1.3516,0.3692,-0.4103,-0.7714,-0.00,0.0
2022/05/05 15:53:00.000,35.154201858,-2.906705974,51.6829,2,6,0.8010,0.4437,2.0214,0.4209,-0.5583,-1.1849,-0.00,0.0
2022/05/05 15:53:01.000,35.154194899,-2.906715939,52.8715,2,6,0.7480,0.4495,1.9241,0.3623,-0.3979,-1.1002,-0.00,0.0
2022/05/05 15:53:02.000,35.154169297,-2.906715337,50.7426,2,5,1.4787,0.6654,1.6749,-0.6801,-0.3745,-0.7075,-0.00,0.0
2022/05/05 15:53:03.000,35.154190531,-2.906733586,52.3789,2,6,0.6811,0.4539,1.6330,0.3850,-0.4615,-0.9478,-0.00,0.0
2022/05/05 15:53:04.000,35.154191528,-2.906740709,52.3701,2,6,0.6909,0.4359,1.7063,0.3686,-0.4568,-0.9841,-0.00,0.0
2022/05/05 15:53:05.000,35.154190106,-2.906749988,53.1185,2,5,1.6916,0.5145,1.6315,-0.5642,-0.5436,-0.3840,-0.00,0.0
2022/05/05 15:53:06.000,35.154200783,-2.906766775,55.7889,2,5,1.6805,0.5509,1.9632,-0.3798,-0.7481,-0.6672,-0.00,0.0
2022/05/05 15:53:07.000,35.154185321,-2.906765672,54.9614,2,5,1.6835,0.6615,1.9367,0.3892,-0.6160,-0.5863,-0.00,0.0
2022/05/05 15:53:08.000,35.154197361,-2.906761876,50.8784,2,6,0.7714,0.6790,1.5495,0.4473,-0.3230,-0.7944,-0.00,0.0
2022/05/05 15:53:09.000,35.154210508,-2.906746918,49.4155,2,6,0.7617,0.5797,1.6111,0.3922,-0.4248,-0.8451,-0.00,0.0
2022/05/05 15:53:10.000,35.154203424,-2.906748535,51.6724,2,6,0.7550,0.5629,1.7057,0.3372,-0.2620,-0.8662,-0.00,0.0
2022/05/05 15:53:11.000,35.154206512,-2.906746388,50.5995,2,6,0.7582,0.6285,1.5822,0.3959,-0.3133,-0.8195,-0.00,0.0
2022/05/05 15:53:12.000,35.154209696,-2.906745504,49.2610,2,5,1.0240,1.1116,1.7852,0.8495,-0.7443,-1.0904,-0.00,0.0
2022/05/05 15:53:13.000,35.154206054,-2.906742353,50.7047,2,4,0.9352,0.5519,2.0050,0.4792,-0.7017,-1.1961,-0.00,0.0
2022/05/05 15:53:14.000,35.154185970,-2.906758292,55.9488,2,5,1.3759,0.7153,3.0932,0.8298,-1.2568,-1.9524,-0.00,0.0
2022/05/05 15:53:15.000,35.154194128,-2.906761808,54.2275,2,6,0.8594,0.5082,1.8640,0.3857,-0.5812,-1.0766,-0.00,0.0
2022/05/05 15:53:16.000,35.154192438,-2.906769315,54.1755,2,6,0.8444,0.4993,1.8643,0.3574,-0.5334,-1.0587,-0.00,0.0
2022/05/05 15:53:17.000,35.154190064,-2.906775235,54.5493,2,6,0.8322,0.5006,1.8066,0.3566,-0.5293,-1.0268,-0.00,0.0
2022/05/05 15:53:18.000,35.154191266,-2.906779308,53.8076,2,6,0.8394,0.4970,1.8147,0.3618,-0.5466,-1.0400,-0.00,0.0
2022/05/05 15:53:19.000,35.154196753,-2.906787527,53.1532,2,6,0.8647,0.5102,1.8637,0.3898,-0.5893,-1.0790,-0.00,0.0
2022/05/05 15:53:20.000,35.154210498,-2.906793436,52.3300,2,5,1.1009,0.5498,2.2991,0.5192,-0.7743,-1.4166,-0.00,0.0
2022/05/05 15:53:21.000,35.154199787,-2.906797309,55.8400,2,6,1.1838,0.6056,2.5286,0.5526,-0.9226,-1.5030,-0.00,0.0
2022/05/05 15:53:22.000,35.154205596,-2.906794342,54.2139,2,6,1.0560,0.5876,2.1940,0.5098,-0.8161,-1.3056,-0.00,0.0
2022/05/05 15:53:23.000,35.154208119,-2.906789717,53.8804,2,6,0.9183,0.9259,1.6387,0.5827,-0.3958,-0.8879,-0.00,0.0
2022/05/05 15:53:24.000,35.154203677,-2.906801834,53.4017,2,6,0.7601,0.4696,1.5281,-0.1935,0.3678,-0.7231,-0.00,0.0
2022/05/05 15:53:25.000,35.154203607,-2.906804990,53.3546,2,6,0.7524,0.4888,1.5197,-0.2157,0.4296,-0.6960,-0.00,0.0
2022/05/05 15:53:26.000,35.154203813,-2.906812172,53.2854,2,6,0.7555,0.5379,1.6521,-0.2525,0.5825,-0.7177,-0.00,0.0
2022/05/05 15:53:27.000,35.154203864,-2.906821089,53.1970,2,6,0.7699,0.5225,1.6372,-0.2627,0.5500,-0.7291,-0.00,0.0
2022/05/05 15:53:28.000,35.154202291,-2.906826369,53.8986,2,5,1.6902,0.5779,1.4477,-0.7755,0.2141,-0.5724,-0.00,0.0
2022/05/05 15:53:29.000,35.154204447,-2.906828647,54.4427,2,5,0.6334,0.4288,1.4555,-0.0546,0.2986,-0.7288,-0.00,0.0
2022/05/05 15:53:30.000,35.154206958,-2.906831714,53.7886,2,6,0.6236,0.4707,1.5376,-0.1189,0.4414,-0.7497,-0.00,0.0
2022/05/05 15:53:31.000,35.154208448,-2.906830688,53.9858,2,6,0.6130,0.4064,1.3290,0.1105,0.1091,-0.6888,-0.00,0.0
2022/05/05 15:53:32.000,35.154207744,-2.906837325,54.4712,2,6,0.6211,0.4007,1.3858,0.0821,0.1553,-0.7181,-0.00,0.0
2022/05/05 15:53:33.000,35.154207895,-2.906846288,54.5373,2,6,0.6131,0.4019,1.3227,0.1168,0.0492,-0.6881,-0.00,0.0
2022/05/05 15:53:34.000,35.154206367,-2.906847687,54.8509,2,6,0.6137,0.3824,1.3067,0.1322,-0.1724,-0.6871,-0.00,0.0
2022/05/05 15:53:35.000,35.154206650,-2.906848765,54.6561,2,6,0.6114,0.3733,1.2759,0.1536,-0.2332,-0.6770,-0.00,0.0
2022/05/05 15:53:36.000,35.154208384,-2.906859667,54.8335,2,6,0.6176,0.3875,1.3255,0.1239,-0.1389,-0.6983,-0.00,0.0
2022/05/05 15:53:37.000,35.154204413,-2.906872896,55.6354,2,6,0.6355,0.4161,1.3891,0.1650,-0.1149,-0.7334,-0.00,0.0
2022/05/05 15:53:38.000,35.154210912,-2.906876828,53.7691,2,6,0.7900,0.4703,1.7628,0.3768,-0.5537,-1.0280,-0.00,0.0
2022/05/05 15:53:39.000,35.154207328,-2.906883475,54.3650,2,6,0.7600,0.4031,1.9760,0.1386,-0.0450,-1.0639,-0.00,0.0
2022/05/05 15:53:40.000,35.154216227,-2.906890504,51.6263,2,6,0.9202,0.4091,2.3631,0.3297,-0.5302,-1.3488,-0.00,0.0
2022/05/05 15:53:41.000,35.154221447,-2.906894420,50.1585,2,6,0.8252,0.4492,1.9306,0.3612,-0.5345,-1.1158,-0.00,0.0
2022/05/05 15:53:42.000,35.154222630,-2.906894597,50.9028,2,6,0.8764,0.7358,1.9723,0.5350,-0.4905,-1.1286,-0.00,0.0
2022/05/05 15:53:43.000,35.154199658,-2.906908611,57.0223,2,6,0.9025,0.7193,2.0752,0.5330,-0.5314,-1.1953,-0.00,0.0
2022/05/05 15:53:44.000,35.154194147,-2.906921426,57.9359,2,6,0.8020,0.5242,1.7514,0.4186,-0.5514,-1.0243,-0.00,0.0
2022/05/05 15:53:45.000,35.154196781,-2.906924889,57.3053,2,6,0.7802,0.5141,1.6561,0.4082,-0.5404,-0.9728,-0.00,0.0
2022/05/05 15:53:46.000,35.154203384,-2.906925069,55.6763,2,6,0.8216,0.5198,1.7731,0.4386,-0.6025,-1.0543,-0.00,0.0
2022/05/05 15:53:47.000,35.154194609,-2.906933100,56.7257,2,6,0.8041,0.5533,1.7072,0.4521,-0.6061,-1.0133,-0.00,0.0
2022/05/05 15:53:48.000,35.154194439,-2.906925004,56.4350,2,5,1.1549,0.5595,1.6667,0.2790,-0.6025,-0.9355,-0.00,0.0
2022/05/05 15:53:49.000,35.154202451,-2.906925069,54.5623,2,6,0.9773,0.5905,2.0725,0.5963,-0.7965,-1.2824,-0.00,0.0
2022/05/05 15:53:50.000,35.154209110,-2.906929535,54.3472,2,5,1.0992,0.5225,1.7139,0.5350,-0.5287,-1.1885,-0.00,0.0
2022/05/05 15:53:51.000,35.154207905,-2.906940081,55.1130,2,5,1.2584,0.4495,1.5292,0.3751,-0.2877,-0.5776,-0.00,0.0
2022/05/05 15:53:52.000,35.154185506,-2.906938144,55.0940,2,6,0.9018,0.5215,1.5323,-0.0809,-0.2828,-0.7617,-0.00,0.0
2022/05/05 15:53:53.000,35.154188542,-2.906945640,55.4196,2,6,0.8778,0.4764,1.4058,0.1790,-0.3771,-0.7316,-0.00,0.0
2022/05/05 15:53:54.000,35.154188864,-2.906952540,55.7766,2,6,0.8682,0.4735,1.3665,0.1949,-0.3791,-0.7156,-0.00,0.0
2022/05/05 15:53:55.000,35.154191999,-2.906956120,55.2599,2,6,0.8758,0.4776,1.3920,0.2100,-0.3908,-0.7350,-0.00,0.0
2022/05/05 15:53:56.000,35.154191042,-2.906959117,54.6826,2,6,0.8987,0.4921,1.4937,0.2431,-0.4030,-0.7968,-0.00,0.0
2022/05/05 15:53:57.000,35.154167841,-2.906953394,55.7792,2,5,1.7365,0.9439,1.4720,-0.8393,-0.3771,-0.9016,-0.00,0.0
2022/05/05 15:53:58.000,35.154181901,-2.906965212,56.5923,2,6,0.9637,0.6517,1.7781,0.3610,-0.5927,-1.0065,-0.00,0.0
2022/05/05 15:53:59.000,35.154195039,-2.906963187,55.4693,2,5,1.9698,0.7202,1.7068,-0.9701,0.4706,-1.2671,-0.00,0.0
2022/05/05 15:54:00.000,35.154199421,-2.906966973,55.8950,2,5,2.2037,0.6823,2.0756,-0.9871,-0.4699,-0.8311,-0.00,0.0
2022/05/05 15:54:01.000,35.154182184,-2.906960965,53.7669,2,6,1.3943,0.5508,1.8321,-0.5670,0.1947,-0.9646,-0.00,0.0
2022/05/05 15:54:02.000,35.154182431,-2.906961540,54.4976,2,5,1.1782,0.5049,1.5599,-0.2971,0.0938,-0.8023,-0.00,0.0
2022/05/05 15:54:03.000,35.154184993,-2.906962997,54.5965,2,6,0.9580,0.4899,1.5450,-0.1441,-0.3315,-0.7730,-0.00,0.0
2022/05/05 15:54:04.000,35.154186562,-2.906962731,54.2812,2,6,0.9110,0.4944,1.4823,-0.2051,-0.2512,-0.6926,-0.00,0.0
2022/05/05 15:54:05.000,35.154187179,-2.906964405,54.6014,2,6,0.9124,0.6327,1.4389,0.2159,-0.1837,-0.6295,-0.00,0.0
2022/05/05 15:54:06.000,35.154184870,-2.906976227,55.1703,2,6,0.9178,0.6028,1.4493,0.0968,-0.1482,-0.6526,-0.00,0.0
2022/05/05 15:54:07.000,35.154176360,-2.906980905,55.7646,2,5,1.6107,0.6897,1.5335,-0.6175,-0.1179,-0.8987,-0.00,0.0
2022/05/05 15:54:08.000,35.154195117,-2.906975600,55.7016,2,5,2.4643,1.0865,1.8216,-0.7046,0.3549,-1.0121,-0.00,0.0
2022/05/05 15:54:09.000,35.154206687,-2.906989152,56.7595,2,5,2.6343,0.8528,2.4983,-0.7300,-0.6260,0.6648,-0.00,0.0
2022/05/05 15:54:10.000,35.154205439,-2.906986312,57.6491,2,5,2.6432,0.8420,2.7047,-0.7563,-0.6476,0.8775,-0.00,0.0
2022/05/05 15:54:11.000,35.154189772,-2.906998003,56.4016,2,5,2.4085,1.0819,2.4063,-0.7968,-0.6920,-1.1639,-0.00,0.0
2022/05/05 15:54:12.000,35.154160965,-2.906985668,55.9686,2,6,1.6094,0.9857,2.3029,0.2378,-1.0007,-1.4523,-0.00,0.0
2022/05/05 15:54:13.000,35.154184515,-2.906994545,54.0835,2,5,2.2097,0.7431,2.3889,-0.4516,-0.7942,-1.6807,-0.00,0.0
2022/05/05 15:54:14.000,35.154197770,-2.907004573,54.4108,2,5,1.8557,0.6468,2.4026,0.4923,-0.7507,-1.7833,-0.00,0.0
2022/05/05 15:54:15.000,35.154182993,-2.907010682,55.8608,2,6,1.2873,0.6812,2.4057,0.5467,-0.8597,-1.4896,-0.00,0.0
2022/05/05 15:54:16.000,35.154185155,-2.907015580,55.4907,2,6,1.2786,0.7086,2.4742,0.5292,-0.8263,-1.5004,-0.00,0.0
2022/05/05 15:54:17.000,35.154182912,-2.907018918,53.2703,2,5,1.9882,0.7562,2.7312,-0.2277,-0.9839,-1.2652,-0.00,0.0
2022/05/05 15:54:18.000,35.154208673,-2.907027367,52.1861,2,5,2.0087,0.7224,2.8308,-0.2143,-1.0249,-1.3108,-0.00,0.0
2022/05/05 15:54:19.000,35.154184515,-2.907032311,52.9778,2,6,1.2680,0.6679,2.7221,0.5697,-0.9308,-1.5556,-0.00,0.0
2022/05/05 15:54:20.000,35.154178202,-2.907044620,54.5730,2,6,1.1499,0.6486,2.3518,0.4915,-0.7952,-1.3006,-0.00,0.0
2022/05/05 15:54:21.000,35.154174775,-2.907050760,55.6411,2,5,1.1181,0.6504,1.6394,0.4059,-0.5229,-0.8882,-0.00,0.0
2022/05/05 15:54:22.000,35.154170444,-2.907047721,56.1269,2,5,1.9727,0.8360,1.8404,-0.6508,-0.2525,0.4784,-0.00,0.0
2022/05/05 15:54:23.000,35.154164602,-2.907061625,56.2504,2,6,1.4770,0.8228,2.1169,-0.2926,-0.4566,-0.8668,-0.00,0.0
2022/05/05 15:54:24.000,35.154186766,-2.907056468,55.1916,2,5,2.3090,0.7466,1.6507,-1.0525,0.4275,0.6527,-0.00,0.0
2022/05/05 15:54:25.000,35.154172870,-2.907056259,53.6344,2,5,1.9614,0.6435,1.4733,-0.9136,0.2730,-0.3533,-0.00,0.0
2022/05/05 15:54:26.000,35.154178519,-2.907060255,53.6184,2,5,0.8476,0.4587,1.4156,-0.2873,0.2729,-0.6228,-0.00,0.0
2022/05/05 15:54:27.000,35.154173589,-2.907069932,53.8936,2,6,0.8025,0.4456,1.3140,-0.2481,0.1677,-0.6018,-0.00,0.0
2022/05/05 15:54:28.000,35.154174543,-2.907076817,54.1093,2,6,0.7991,0.4491,1.3119,-0.2455,0.1854,-0.5970,-0.00,0.0
2022/05/05 15:54:29.000,35.154171908,-2.907083351,54.3924,2,6,0.8022,0.4962,1.4739,-0.2745,0.4201,-0.6363,-0.00,0.0
2022/05/05 15:54:30.000,35.154171931,-2.907094763,53.9046,2,6,0.8043,0.4505,1.3307,-0.2604,0.2116,-0.6236,-0.00,0.0
2022/05/05 15:54:31.000,35.154173749,-2.907100107,53.4396,2,6,0.8169,0.4516,1.3764,-0.2872,0.2535,-0.6730,-0.00,0.0
