GPST,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2022/05/05 15:44:41.000,35.154436739,-2.905543851,56.1856,2,6,0.7917,0.7786,2.3643,0.5707,0.2409,-1.2062,-0.00,0.0
2022/05/05 15:44:42.000,35.154437633,-2.905546038,55.5769,2,6,0.8159,0.7855,2.4514,0.5791,0.2147,-1.2557,-0.00,0.0
2022/05/05 15:44:43.000,35.154429259,-2.905536937,56.2063,2,5,1.1092,0.9821,2.7570,-0.1034,-0.6516,-1.0964,-0.00,0.0
2022/05/05 15:44:44.000,35.154431614,-2.905530806,55.7003,2,4,1.0142,1.0029,2.5838,-0.2742,-0.1820,-1.0020,-0.00,0.0
2022/05/05 15:44:45.000,35.154439408,-2.905535957,55.3324,2,5,0.8344,1.1654,2.4103,0.7713,0.8491,-1.0575,-0.00,0.0
2022/05/05 15:44:46.000,35.154420567,-2.905498214,52.7134,2,4,1.3974,2.1347,3.2076,-0.6214,1.2502,-1.3863,-0.00,0.0
2022/05/05 15:44:48.000,35.154419741,-2.905477593,54.8874,2,4,1.6517,2.4601,4.8402,-1.1340,1.9865,-2.1862,-0.00,0.0
2022/05/05 15:44:57.000,35.154449084,-2.905533232,50.9270,2,5,1.3528,0.5974,1.3678,-0.6869,0.4378,-0.9891,-0.00,0.0
2022/05/05 15:44:58.000,35.154444045,-2.905534117,51.8872,2,5,0.4702,0.4274,1.3318,0.3139,-0.1575,-0.6748,-0.00,0.0
2022/05/05 15:44:59.000,35.154444527,-2.905531906,51.5419,2,6,0.5418,0.4955,1.3864,0.4088,-0.3710,-0.7561,-0.00,0.0
2022/05/05 15:45:00.000,35.154440641,-2.905536084,52.1693,2,6,0.4411,0.3954,1.2914,0.2694,0.1268,-0.6424,-0.00,0.0
2022/05/05 15:45:01.000,35.154438863,-2.905538593,52.7526,2,6,0.4955,0.4538,1.3349,0.3509,-0.2495,-0.7001,-0.00,0.0
2022/05/05 15:45:02.000,35.154440324,-2.905537725,51.9129,2,6,0.4123,0.3689,1.2617,0.2238,0.2347,-0.6083,-0.00,0.0
2022/05/05 15:45:03.000,35.154440741,-2.905535863,51.7075,2,6,0.4034,0.3617,1.2600,0.2068,0.2629,-0.6003,-0.00,0.0
2022/05/05 15:45:04.000,35.154434463,-2.905533414,52.1673,2,6,0.4313,0.3659,1.4326,0.1831,0.3298,-0.6819,-0.00,0.0
2022/05/05 15:45:05.000,35.154429288,-2.905530908,52.7618,2,5,0.4221,0.4068,1.3410,0.2291,0.3290,-0.6289,-0.00,0.0
2022/05/05 15:45:06.000,35.154427329,-2.905528157,52.6717,2,6,0.4739,0.3666,1.6050,0.1800,0.3375,-0.7791,-0.00,0.0
2022/05/05 15:45:07.000,35.154426606,-2.905528953,53.0819,2,6,0.4206,0.3901,1.4836,0.1478,0.4364,-0.6764,-0.00,0.0
2022/05/05 15:45:08.000,35.154423848,-2.905531390,52.2534,2,5,0.4206,0.4148,1.5355,0.1348,0.4971,-0.6827,-0.00,0.0
2022/05/05 15:45:09.000,35.154421392,-2.905529295,52.2768,2,5,0.4267,0.3977,1.5288,0.1335,0.4635,-0.6954,-0.00,0.0
2022/05/05 15:45:10.000,35.154418879,-2.905525627,52.1384,2,5,0.4179,0.3593,1.3585,0.1841,0.3050,-0.6492,-0.00,0.0
2022/05/05 15:45:11.000,35.154416739,-2.905526395,52.0722,2,5,0.4088,0.3495,1.2666,0.2031,0.2276,-0.6155,-0.00,0.0
2022/05/05 15:45:12.000,35.154414239,-2.905524550,51.6263,2,5,0.4060,0.3422,1.2257,0.2108,0.1726,-0.6032,-0.00,0.0
2022/05/05 15:45:13.000,35.154412836,-2.905522061,51.8863,2,5,0.4119,0.3424,1.2514,0.2107,0.1731,-0.6176,-0.00,0.0
2022/05/05 15:45:14.000,35.154408371,-2.905517564,52.9107,2,5,0.5142,0.3711,1.6960,0.2168,0.2539,-0.8490,-0.00,0.0
2022/05/05 15:45:15.000,35.154405575,-2.905517338,52.4500,2,6,0.4540,0.3604,1.3742,0.2405,0.0804,-0.6964,-0.00,0.0
2022/05/05 15:45:16.000,35.154397640,-2.905519227,51.5704,2,5,0.6266,0.4562,1.5777,0.4280,-0.5071,-0.8353,-0.00,0.0
2022/05/05 15:45:17.000,35.154400003,-2.905516768,52.8670,2,6,0.5530,0.4790,1.3611,0.4144,-0.4322,-0.7708,-0.00,0.0
2022/05/05 15:45:18.000,35.154395040,-2.905521783,53.6292,2,6,0.5293,0.4349,1.3739,0.3694,-0.3838,-0.7611,-0.00,0.0
2022/05/05 15:45:19.000,35.154391163,-2.905522995,53.8097,2,6,0.5451,0.4252,1.4963,0.3553,-0.3594,-0.8151,-0.00,0.0
2022/05/05 15:45:20.000,35.154387613,-2.905521652,53.6419,2,6,0.5388,0.4652,1.5288,0.3521,-0.2142,-0.8023,-0.00,0.0
2022/05/05 15:45:21.000,35.154384817,-2.905512075,54.9442,2,6,0.7383,0.9353,1.7446,0.6976,0.2107,-0.8884,-0.00,0.0
2022/05/05 15:45:22.000,35.154383307,-2.905505685,54.2933,2,5,0.6412,0.6897,1.8956,0.4670,0.4110,-0.9335,-0.00,0.0
2022/05/05 15:45:23.000,35.154379474,-2.905499496,53.7595,2,6,0.5854,0.6542,1.5986,0.4632,0.2813,-0.7967,-0.00,0.0
2022/05/05 15:45:24.000,35.154376173,-2.905496898,52.8722,2,6,0.5968,0.6461,1.6170,0.4698,0.1782,-0.8219,-0.00,0.0
2022/05/05 15:45:25.000,35.154370178,-2.905494179,53.4929,2,6,0.6770,0.7711,1.6436,0.5941,-0.2568,-0.8714,-0.00,0.0
2022/05/05 15:45:26.000,35.154359682,-2.905494701,54.8206,2,6,0.7597,0.6589,2.1269,0.5356,-0.4113,-1.1520,-0.00,0.0
2022/05/05 15:45:27.000,35.154351259,-2.905489134,56.2440,2,6,0.8464,0.6600,2.4853,0.5422,-0.4404,-1.3445,-0.00,0.0
2022/05/05 15:45:28.000,35.154348395,-2.905483037,55.8749,2,5,0.7757,0.8193,2.2406,0.5871,0.3564,-1.1363,-0.00,0.0
2022/05/05 15:45:29.000,35.154349273,-2.905473737,54.2809,2,6,0.5985,0.5234,1.8494,0.3522,0.2680,-0.9396,-0.00,0.0
2022/05/05 15:45:30.000,35.154347206,-2.905476768,53.5652,2,6,0.5925,0.5040,1.8423,0.3385,0.2533,-0.9373,-0.00,0.0
2022/05/05 15:45:31.000,35.154346773,-2.905476839,52.6721,2,5,0.5777,0.5002,1.7470,0.3477,0.1803,-0.8960,-0.00,0.0
2022/05/05 15:45:32.000,35.154346585,-2.905475594,52.4346,2,6,0.5873,0.5012,1.7891,0.3481,0.1817,-0.9183,-0.00,0.0
2022/05/05 15:45:33.000,35.154347574,-2.905474895,51.9799,2,5,0.5867,0.5143,1.7342,0.3717,0.0221,-0.8982,-0.00,0.0
2022/05/05 15:45:34.000,35.154337830,-2.905484883,53.0834,2,5,0.7024,0.8634,1.7788,0.6293,0.3138,-0.8904,-0.00,0.0
2022/05/05 15:45:35.000,35.154325208,-2.905491033,53.6737,2,5,0.9281,1.1720,2.6943,0.7929,0.7750,-1.2756,-0.00,0.0
2022/05/05 15:45:36.000,35.154336445,-2.905476729,51.8960,2,5,0.9221,1.1366,2.9781,0.7009,0.9529,-1.3748,-0.00,0.0
2022/05/05 15:45:37.000,35.154342894,-2.905465942,50.8593,2,5,0.8766,0.8152,2.9107,0.5125,0.6369,-1.4409,-0.00,0.0
2022/05/05 15:45:38.000,35.154335736,-2.905464331,51.3841,2,5,0.7541,0.9110,2.4706,0.5409,0.8059,-1.1333,-0.00,0.0
2022/05/05 15:45:39.000,35.154330422,-2.905470292,52.0973,2,6,0.5452,0.5613,1.7677,0.3212,0.4917,-0.8380,-0.00,0.0
2022/05/05 15:45:40.000,35.154330561,-2.905469309,52.5281,2,5,0.5293,0.5512,1.7566,0.2970,0.5203,-0.8208,-0.00,0.0
2022/05/05 15:45:41.000,35.154326834,-2.905463295,52.8165,2,5,0.5182,0.5191,1.6169,0.3163,0.3941,-0.7804,-0.00,0.0
2022/05/05 15:45:42.000,35.154325164,-2.905462410,52.5021,2,5,0.5741,0.5251,1.7934,0.3379,0.3422,-0.8938,-0.00,0.0
2022/05/05 15:45:43.000,35.154320287,-2.905460887,53.1953,2,5,0.5428,0.5823,1.6435,0.3704,0.4107,-0.7904,-0.00,0.0
2022/05/05 15:45:44.000,35.154309118,-2.905475478,54.3006,2,6,0.6246,0.6247,1.9292,0.4068,0.4124,-0.9537,-0.00,0.0
2022/05/05 15:45:45.000,35.154307417,-2.905475619,53.9958,2,6,0.5577,0.5834,1.6521,0.3869,0.3486,-0.8126,-0.00,0.0
2022/05/05 15:45:46.000,35.154318426,-2.905467583,50.4924,2,5,0.5917,0.5964,1.7991,0.3922,0.3703,-0.8903,-0.00,0.0
2022/05/05 15:45:47.000,35.154321241,-2.905461036,47.4396,2,5,0.7364,0.5967,2.2455,0.4429,-0.1296,-1.1792,-0.00,0.0
2022/05/05 15:45:48.000,35.154321151,-2.905472858,45.3288,2,4,0.7914,0.7201,3.2327,-0.2126,1.0888,-1.4825,-0.00,0.0
2022/05/05 15:45:49.000,35.154314917,-2.905473414,47.2780,2,5,0.8733,1.1373,3.2351,0.5470,1.2627,-1.3994,-0.00,0.0
2022/05/05 15:45:50.000,35.154314866,-2.905444062,49.7780,2,5,1.0201,1.0217,3.1771,0.6933,0.6299,-1.6037,-0.00,0.0
2022/05/05 15:45:51.000,35.154310493,-2.905453234,48.3633,2,4,0.7437,0.7430,2.8802,0.2028,0.9736,-1.3209,-0.00,0.0
2022/05/05 15:45:52.000,35.154308692,-2.905452625,48.7546,2,5,0.6610,0.6458,2.1925,0.3724,0.5671,-1.0626,-0.00,0.0
2022/05/05 15:45:53.000,35.154305847,-2.905452562,48.7319,2,5,0.6493,0.7213,2.0308,0.4501,0.5577,-0.9705,-0.00,0.0
2022/05/05 15:45:54.000,35.154300410,-2.905448605,49.2720,2,5,0.7667,0.7099,2.2870,0.5161,0.2202,-1.1848,-0.00,0.0
2022/05/05 15:45:55.000,35.154299601,-2.905449004,49.4207,2,5,0.8605,0.6851,2.6098,0.5329,-0.3039,-1.3865,-0.00,0.0
2022/05/05 15:45:56.000,35.154292184,-2.905443061,51.3963,2,5,0.8030,1.0035,2.3898,0.6570,0.7195,-1.1228,-0.00,0.0
2022/05/05 15:45:57.000,35.154291287,-2.905433610,52.5426,2,5,0.5980,0.6533,1.7890,0.4277,0.4375,-0.8673,-0.00,0.0
2022/05/05 15:45:58.000,35.154285452,-2.905440073,53.3670,2,5,0.5818,0.6349,1.7132,0.4204,0.4031,-0.8344,-0.00,0.0
2022/05/05 15:45:59.000,35.154284033,-2.905437532,52.9229,2,5,0.5625,0.6063,1.6444,0.4037,0.3677,-0.8048,-0.00,0.0
2022/05/05 15:46:00.000,35.154284151,-2.905436666,52.7283,2,5,0.6142,0.6368,1.9127,0.4032,0.4630,-0.9315,-0.00,0.0
2022/05/05 15:46:01.000,35.154277500,-2.905441723,52.8571,2,5,0.7312,0.8252,2.0353,0.5860,0.3752,-1.0248,-0.00,0.0
2022/05/05 15:46:02.000,35.154274210,-2.905447087,52.6575,2,5,0.6145,0.5401,1.9478,0.3398,0.3766,-0.9790,-0.00,0.0
2022/05/05 15:46:03.000,35.154274814,-2.905443956,52.4614,2,5,0.6610,0.5170,2.0758,0.3549,0.2344,-1.0727,-0.00,0.0
2022/05/05 15:46:04.000,35.154267213,-2.905446861,54.8278,2,6,0.7516,0.5351,2.2204,0.4494,-0.4243,-1.2068,-0.00,0.0
2022/05/05 15:46:05.000,35.154259467,-2.905444094,56.0000,2,6,0.7482,0.5305,2.2882,0.4152,-0.2846,-1.2211,-0.00,0.0
2022/05/05 15:46:06.000,35.154254687,-2.905443808,57.1239,2,5,0.8007,0.5420,2.5372,0.4014,-0.1274,-1.3407,-0.00,0.0
2022/05/05 15:46:07.000,35.154256067,-2.905441942,56.5186,2,5,0.8391,0.6507,3.2889,-0.2078,0.9883,-1.5647,-0.00,0.0
2022/05/05 15:46:08.000,35.154265816,-2.905424998,53.5484,2,5,0.8742,1.1607,3.3044,0.5268,1.3293,-1.4149,-0.00,0.0
2022/05/05 15:46:09.000,35.154272737,-2.905420703,51.3466,2,5,0.9138,1.2191,3.4034,0.5779,1.3612,-1.4624,-0.00,0.0
2022/05/05 15:46:10.000,35.154276497,-2.905413569,49.8518,2,4,0.9624,1.6093,4.0897,0.6136,1.9859,-1.5438,-0.00,0.0
2022/05/05 15:46:11.000,35.154265177,-2.905409053,52.9638,2,5,1.0870,1.2170,3.6883,0.7005,1.1288,-1.7459,-0.00,0.0
2022/05/05 15:46:12.000,35.154263909,-2.905415168,51.8066,2,5,0.8629,1.1478,2.4947,0.7505,0.8025,-1.1625,-0.00,0.0
2022/05/05 15:46:13.000,35.154251186,-2.905429276,52.5636,2,5,0.7970,0.9447,1.9020,0.7246,-0.2740,-1.0159,-0.00,0.0
2022/05/05 15:46:14.000,35.154249062,-2.905424562,52.3046,2,5,0.7175,0.7884,2.0963,0.5378,0.4493,-1.0447,-0.00,0.0
2022/05/05 15:46:15.000,35.154255566,-2.905427745,49.1615,2,5,0.7567,0.8649,2.3219,0.5567,0.6222,-1.1224,-0.00,0.0
2022/05/05 15:46:16.000,35.154244309,-2.905420665,51.1569,2,5,0.8358,1.0183,2.0822,0.7555,0.2063,-1.0814,-0.00,0.0
2022/05/05 15:46:17.000,35.154240044,-2.905419986,52.4693,2,5,0.8804,0.9545,2.1729,0.7564,-0.4657,-1.1969,-0.00,0.0
2022/05/05 15:46:18.000,35.154233802,-2.905412866,54.7769,2,5,0.7533,0.9303,1.6918,0.7134,-0.2723,-0.9067,-0.00,0.0
2022/05/05 15:46:19.000,35.154228451,-2.905408851,55.2793,2,5,0.6301,0.6975,1.6597,0.5094,0.1741,-0.8552,-0.00,0.0
2022/05/05 15:46:20.000,35.154232764,-2.905411448,52.8552,2,6,0.6623,0.6839,1.7657,0.5146,-0.1719,-0.9322,-0.00,0.0
2022/05/05 15:46:21.000,35.154222937,-2.905415332,51.9853,2,5,0.6354,0.8304,1.4577,0.6062,0.2524,-0.7308,-0.00,0.0
2022/05/05 15:46:22.000,35.154226497,-2.905410828,51.3328,2,6,0.5971,0.5900,1.6934,0.4198,0.1897,-0.8723,-0.00,0.0
2022/05/05 15:46:23.000,35.154229044,-2.905400770,49.5335,2,6,0.5584,0.6023,1.4852,0.4326,0.1515,-0.7628,-0.00,0.0
2022/05/05 15:46:24.000,35.154230049,-2.905400473,49.2955,2,5,0.5729,0.6671,1.5555,0.4597,0.3343,-0.7677,-0.00,0.0
2022/05/05 15:46:25.000,35.154220871,-2.905402631,50.3937,2,5,0.5653,0.6424,1.6873,0.4067,0.4519,-0.8096,-0.00,0.0
2022/05/05 15:46:26.000,35.154216172,-2.905394272,51.9674,2,5,0.7203,0.5743,2.1986,0.4166,0.0321,-1.1578,-0.00,0.0
2022/05/05 15:46:27.000,35.154217613,-2.905392560,50.8848,2,6,0.7757,0.5426,2.3752,0.4226,-0.2942,-1.2731,-0.00,0.0
2022/05/05 15:46:28.000,35.154208489,-2.905384660,53.3951,2,5,0.8419,0.6417,2.5241,0.5035,-0.3362,-1.3583,-0.00,0.0
2022/05/05 15:46:29.000,35.154211758,-2.905381662,52.4035,2,5,0.6017,0.4873,1.9163,0.3000,0.3422,-0.9739,-0.00,0.0
2022/05/05 15:46:30.000,35.154210672,-2.905375365,51.2506,2,6,0.6128,0.4311,1.8652,0.3140,-0.1483,-0.9886,-0.00,0.0
2022/05/05 15:46:31.000,35.154211493,-2.905374038,51.2032,2,6,0.5899,0.4201,1.7447,0.3189,-0.2290,-0.9342,-0.00,0.0
2022/05/05 15:46:32.000,35.154209625,-2.905371048,51.1971,2,6,0.6132,0.4351,1.7878,0.3461,-0.2990,-0.9674,-0.00,0.0
2022/05/05 15:46:33.000,35.154206471,-2.905366575,52.0824,2,5,0.6001,0.4315,1.7868,0.3243,-0.2093,-0.9534,-0.00,0.0
2022/05/05 15:46:34.000,35.154206492,-2.905364912,52.0838,2,5,0.6944,0.4487,2.0414,0.3848,-0.4067,-1.1199,-0.00,0.0
2022/05/05 15:46:35.000,35.154200698,-2.905359080,52.7510,2,5,0.9005,0.4938,2.5939,0.5158,-0.7036,-1.4737,-0.00,0.0
2022/05/05 15:46:36.000,35.154195771,-2.905359251,53.9761,2,6,0.7789,0.4626,2.2427,0.4427,-0.5534,-1.2598,-0.00,0.0
2022/05/05 15:46:37.000,35.154193876,-2.905356914,54.8682,2,5,0.6229,0.4265,1.8717,0.3226,-0.2191,-1.0022,-0.00,0.0
2022/05/05 15:46:38.000,35.154188249,-2.905348122,54.7193,2,5,0.5744,0.4167,1.7463,0.2862,0.1175,-0.9178,-0.00,0.0
2022/05/05 15:46:39.000,35.154189923,-2.905347310,54.3437,2,5,0.5710,0.4152,1.7431,0.2817,0.1404,-0.9137,-0.00,0.0
2022/05/05 15:46:40.000,35.154188461,-2.905346535,54.7469,2,5,0.5418,0.4121,1.6644,0.2639,0.2188,-0.8612,-0.00,0.0
2022/05/05 15:46:41.000,35.154186048,-2.905337784,54.6021,2,5,0.5413,0.4165,1.6577,0.2676,0.2195,-0.8576,-0.00,0.0
2022/05/05 15:46:42.000,35.154175385,-2.905339496,54.5627,2,4,1.2556,0.4410,1.8709,0.4875,0.3040,-0.5427,-0.00,0.0
2022/05/05 15:46:43.000,35.154181235,-2.905333701,54.3532,2,5,0.6019,0.4126,1.8936,0.2724,0.1764,-0.9894,-0.00,0.0
2022/05/05 15:46:44.000,35.154180040,-2.905327841,55.3517,2,4,1.7058,0.6444,1.8732,-0.8366,-0.0989,-0.8747,-0.00,0.0
2022/05/05 15:46:45.000,35.154185759,-2.905328283,56.6567,2,5,0.6078,0.5160,2.1817,0.0730,0.6780,-1.0284,-0.00,0.0
2022/05/05 15:46:46.000,35.154173946,-2.905333484,56.5123,2,5,0.7130,0.7334,1.9694,0.5198,0.2716,-1.0108,-0.00,0.0
2022/05/05 15:46:47.000,35.154198787,-2.905317519,49.0353,2,6,0.6163,0.7103,1.5598,0.4973,0.2998,-0.7799,-0.00,0.0
2022/05/05 15:46:48.000,35.154206121,-2.905319114,46.3581,2,5,0.6008,0.4361,1.6973,0.3299,-0.2804,-0.9127,-0.00,0.0
2022/05/05 15:46:49.000,35.154211056,-2.905315495,45.4290,2,5,0.6629,0.4418,1.8425,0.3749,-0.4226,-1.0198,-0.00,0.0
2022/05/05 15:46:50.000,35.154202864,-2.905311368,45.9984,2,5,0.5780,0.4218,1.5990,0.3218,-0.2932,-0.8644,-0.00,0.0
2022/05/05 15:46:51.000,35.154171186,-2.905323850,55.0976,2,5,0.5651,0.4135,1.5794,0.3030,-0.2400,-0.8461,-0.00,0.0
2022/05/05 15:46:52.000,35.154165998,-2.905323947,55.4671,2,5,0.6465,0.4265,1.8111,0.3532,-0.3884,-0.9972,-0.00,0.0
2022/05/05 15:46:53.000,35.154162874,-2.905323406,55.0703,2,5,0.6327,0.4293,1.7699,0.3472,-0.3599,-0.9695,-0.00,0.0
2022/05/05 15:46:54.000,35.154170067,-2.905318893,52.3359,2,5,0.5645,0.4155,1.5954,0.2994,-0.2161,-0.8491,-0.00,0.0
2022/05/05 15:46:55.000,35.154171095,-2.905315479,50.3707,2,6,0.5692,0.4098,1.5981,0.3003,-0.2374,-0.8564,-0.00,0.0
2022/05/05 15:46:56.000,35.154185272,-2.905308508,45.6905,2,6,0.7098,0.4384,1.9835,0.3952,-0.4892,-1.1099,-0.00,0.0
2022/05/05 15:46:57.000,35.154177232,-2.905310078,46.1160,2,6,0.6203,0.4198,1.7350,0.3354,-0.3430,-0.9488,-0.00,0.0
2022/05/05 15:46:58.000,35.154177771,-2.905310638,45.4605,2,5,0.5875,0.4173,1.6652,0.3104,-0.2586,-0.8939,-0.00,0.0
2022/05/05 15:46:59.000,35.154124919,-2.905325376,60.5641,2,6,0.6713,0.4303,1.8742,0.3688,-0.4261,-1.0402,-0.00,0.0
2022/05/05 15:47:00.000,35.154122883,-2.905324893,61.3878,2,6,0.7257,0.4577,1.9878,0.4244,-0.5373,-1.1246,-0.00,0.0
2022/05/05 15:47:01.000,35.154136638,-2.905312319,55.1898,2,5,0.7020,0.4789,1.9213,0.4208,-0.4898,-1.0761,-0.00,0.0
2022/05/05 15:47:02.000,35.154143576,-2.905304705,52.8686,2,5,0.6026,0.4811,1.6366,0.3736,-0.3120,-0.8839,-0.00,0.0
2022/05/05 15:47:03.000,35.154142074,-2.905306748,51.1732,2,4,0.5764,0.4609,1.5498,0.3551,-0.3024,-0.8368,-0.00,0.0
2022/05/05 15:47:04.000,35.154132762,-2.905305958,51.9248,2,5,0.5692,0.4448,1.5313,0.3428,-0.3032,-0.8287,-0.00,0.0
2022/05/05 15:47:05.000,35.154130070,-2.905305535,52.3672,2,6,0.5759,0.4798,1.7008,0.3059,0.2374,-0.8720,-0.00,0.0
2022/05/05 15:47:06.000,35.154129589,-2.905305618,51.5745,2,5,0.5821,0.4723,1.6506,0.3363,-0.1470,-0.8662,-0.00,0.0
2022/05/05 15:47:07.000,35.154118719,-2.905303216,53.6052,2,6,0.7194,0.4972,1.8923,0.4636,-0.5786,-1.0837,-0.00,0.0
2022/05/05 15:47:08.000,35.154108515,-2.905309605,56.4748,2,5,0.8512,0.8252,2.3960,0.6027,0.1555,-1.2616,-0.00,0.0
2022/05/05 15:47:09.000,35.154102985,-2.905295874,57.4937,2,5,0.7113,0.6844,2.0155,0.4822,0.2311,-1.0451,-0.00,0.0
2022/05/05 15:47:10.000,35.154118606,-2.905285749,51.9859,2,6,0.6186,0.6428,1.3568,0.5188,-0.4374,-0.7710,-0.00,0.0
2022/05/05 15:47:11.000,35.154116598,-2.905293802,51.5293,2,5,0.4811,0.5353,1.4113,0.3034,0.4345,-0.6451,-0.00,0.0
2022/05/05 15:47:12.000,35.154116985,-2.905293600,51.8335,2,5,0.4706,0.5206,1.3559,0.2976,0.4107,-0.6216,-0.00,0.0
2022/05/05 15:47:13.000,35.154116406,-2.905290731,52.2621,2,6,0.4628,0.5135,1.3078,0.2992,0.3877,-0.5998,-0.00,0.0
2022/05/05 15:47:14.000,35.154114737,-2.905290629,52.5925,2,5,0.4655,0.5127,1.3123,0.3008,0.3814,-0.6052,-0.00,0.0
2022/05/05 15:47:15.000,35.154114345,-2.905289962,53.1255,2,5,0.4669,0.5297,1.3859,0.2883,0.4554,-0.6216,-0.00,0.0
2022/05/05 15:47:16.000,35.154114189,-2.905290534,52.9936,2,5,0.4618,0.5140,1.2924,0.3031,0.3786,-0.5933,-0.00,0.0
2022/05/05 15:47:17.000,35.154115116,-2.905290761,52.9759,2,5,0.4646,0.5162,1.3014,0.3050,0.3788,-0.5991,-0.00,0.0
2022/05/05 15:47:18.000,35.154113706,-2.905290859,51.9226,2,5,0.4825,0.5258,1.3945,0.3048,0.4043,-0.6473,-0.00,0.0
2022/05/05 15:47:19.000,35.154107320,-2.905292527,51.5651,2,5,0.7286,1.1023,1.5604,0.7646,0.5595,-0.6911,-0.00,0.0
2022/05/05 15:47:20.000,35.154107290,-2.905291441,52.9503,2,4,0.7202,1.0653,2.0808,0.5201,0.8827,-0.8622,-0.00,0.0
2022/05/05 15:47:21.000,35.154112501,-2.905281149,55.2108,2,4,2.2187,1.0127,2.8219,-0.0187,1.0101,1.4219,-0.00,0.0
2022/05/05 15:47:22.000,35.154096610,-2.905289371,51.7042,2,4,2.3559,1.0680,2.1140,-0.6475,0.8354,0.7843,-0.00,0.0
2022/05/05 15:47:23.000,35.154117935,-2.905309963,51.4278,2,4,2.0032,1.1923,1.8487,-0.3257,0.5100,-0.1612,-0.00,0.0
2022/05/05 15:47:24.000,35.154131679,-2.905286143,54.0113,2,5,1.8402,0.5683,2.5208,0.7943,-0.7131,-1.0169,-0.00,0.0
2022/05/05 15:47:25.000,35.154133968,-2.905287672,55.9240,2,4,2.2493,0.6705,3.2815,1.0311,-1.0946,-1.7208,-0.00,0.0
2022/05/05 15:47:26.000,35.154118814,-2.905290820,54.4279,2,4,2.0082,0.6813,3.5393,0.9876,-1.2425,-2.0475,-0.00,0.0
2022/05/05 15:47:27.000,35.154115757,-2.905291226,53.0838,2,4,1.6148,0.7364,4.4547,0.9826,-1.5650,-2.6239,-0.00,0.0
2022/05/05 15:47:28.000,35.154119200,-2.905289146,51.7816,2,6,1.1530,0.5801,3.1654,0.6907,-1.0218,-1.8568,-0.00,0.0
2022/05/05 15:47:29.000,35.154129061,-2.905289606,48.7106,2,6,1.1165,0.5671,3.0751,0.6665,-0.9814,-1.7981,-0.00,0.0
2022/05/05 15:47:30.000,35.154138104,-2.905287115,46.2212,2,6,1.1716,0.5871,3.2139,0.7062,-1.0526,-1.8883,-0.00,0.0
2022/05/05 15:47:31.000,35.154123156,-2.905292931,50.9763,2,5,1.9958,0.8888,5.3415,1.2565,-1.9904,-3.2342,-0.00,0.0
2022/05/05 15:47:32.000,35.154123965,-2.905294203,50.7961,2,5,1.9537,0.8651,5.2465,1.2221,-1.9360,-3.1701,-0.00,0.0
2022/05/05 15:47:33.000,35.154141269,-2.905283484,45.8589,2,6,1.1339,0.5774,3.1125,0.6828,-1.0080,-1.8244,-0.00,0.0
2022/05/05 15:47:34.000,35.154137160,-2.905287425,47.2867,2,6,0.9296,0.5308,2.5546,0.5579,-0.7619,-1.4732,-0.00,0.0
2022/05/05 15:47:35.000,35.154136210,-2.905299172,45.3086,2,5,1.7908,1.3884,4.1718,1.4255,-1.8109,-2.6201,-0.00,0.0
2022/05/05 15:47:36.000,35.154132606,-2.905289438,47.9522,2,6,0.9143,0.4880,2.4306,0.5589,-0.8191,-1.4342,-0.00,0.0
2022/05/05 15:47:37.000,35.154130803,-2.905287639,48.8038,2,5,1.5813,0.5088,2.5493,0.7267,-0.6564,-0.8147,-0.00,0.0
2022/05/05 15:47:38.000,35.154123128,-2.905290031,50.1588,2,5,1.9675,0.5328,2.8296,0.8480,-0.4329,0.9697,-0.00,0.0
2022/05/05 15:47:39.000,35.154101248,-2.905297537,51.2496,2,5,1.8424,0.4942,2.9356,0.7442,-0.2920,1.3527,-0.00,0.0
2022/05/05 15:47:40.000,35.154094638,-2.905304302,52.6346,2,5,1.3540,0.4283,2.7820,0.4947,-0.5333,0.9021,-0.00,0.0
2022/05/05 15:47:41.000,35.154094679,-2.905309902,52.3394,2,5,1.4862,0.4542,2.5474,0.6152,-0.5636,-0.4873,-0.00,0.0
2022/05/05 15:47:42.000,35.154093040,-2.905314190,52.7566,2,5,0.8171,1.0010,2.1173,-0.3038,-0.8750,-1.1186,-0.00,0.0
2022/05/05 15:47:43.000,35.154095720,-2.905315921,51.6426,2,6,0.6476,0.3945,1.8028,0.3557,-0.4476,-1.0024,-0.00,0.0
2022/05/05 15:47:44.000,35.154091070,-2.905316908,52.3399,2,5,0.5485,0.5536,1.4680,0.4140,-0.5794,-0.8029,-0.00,0.0
2022/05/05 15:47:45.000,35.154090752,-2.905324479,52.2143,2,6,0.5826,0.3872,1.6137,0.3119,-0.3299,-0.8805,-0.00,0.0
2022/05/05 15:47:46.000,35.154089786,-2.905326117,51.4122,2,6,0.6224,0.3964,1.7893,0.3159,-0.3224,-0.9701,-0.00,0.0
2022/05/05 15:47:47.000,35.154081016,-2.905332434,51.3527,2,6,0.6281,0.6115,1.5295,0.4819,-0.3844,-0.8450,-0.00,0.0
2022/05/05 15:47:48.000,35.154075145,-2.905333771,52.1610,2,6,0.5973,0.6048,1.4039,0.4691,-0.3405,-0.7727,-0.00,0.0
