GPST,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2022/05/05 15:44:41.000,35.154425034,-2.905566984,40.1033,6,5,5.0057,3.3944,9.5278,0.7219,-1.0099,-4.2913,0.00,0.0
2022/05/05 15:44:42.000,35.154412656,-2.905554081,36.0765,6,6,4.0030,2.6345,7.6517,0.7202,0.4992,-3.5722,0.00,0.0
2022/05/05 15:44:43.000,35.154408802,-2.905541444,35.5207,6,6,3.8715,2.5174,7.3404,0.6553,0.4263,-3.4002,0.00,0.0
2022/05/05 15:44:44.000,35.154411933,-2.905539600,34.2793,6,6,3.7665,2.4076,7.2073,0.6645,-0.1369,-3.3141,0.00,0.0
2022/05/05 15:44:45.000,35.154411228,-2.905541935,32.3234,6,6,3.7086,2.3515,7.1077,0.6565,-0.4224,-3.2799,0.00,0.0
2022/05/05 15:44:46.000,35.154409402,-2.905543099,31.5801,6,6,3.6586,2.3190,7.0164,0.6493,-0.4858,-3.2349,0.00,0.0
2022/05/05 15:44:47.000,35.154406847,-2.905540953,31.8970,6,6,3.6255,2.3022,6.9427,0.6508,-0.5344,-3.1943,0.00,0.0
2022/05/05 15:44:48.000,35.154407778,-2.905536703,33.6118,6,6,3.6121,2.2949,6.9021,0.6503,-0.6337,-3.1399,0.00,0.0
2022/05/05 15:44:49.000,35.154408239,-2.905537347,35.6665,6,5,3.7312,2.3386,7.1096,-0.0724,-1.1794,-2.8105,0.00,0.0
2022/05/05 15:44:50.000,35.154395973,-2.905533474,34.5125,6,6,3.6278,2.2992,6.8660,0.6380,-0.8511,-3.0832,0.00,0.0
2022/05/05 15:44:51.000,35.154394411,-2.905535794,33.7590,6,6,3.6164,2.2979,6.8330,0.7213,-0.7397,-3.1791,0.00,0.0
2022/05/05 15:44:52.000,35.154397846,-2.905532428,32.4413,6,6,3.6604,2.3829,6.9887,0.6250,0.3942,-3.2905,0.00,0.0
2022/05/05 15:44:53.000,35.154409689,-2.905530361,28.3604,6,6,3.6844,2.3362,7.0184,0.9262,-0.8452,-3.3545,0.00,0.0
2022/05/05 15:44:54.000,35.154411510,-2.905532005,26.6007,6,5,4.7447,2.8820,8.6765,2.4367,-3.0766,-5.1484,0.00,0.0
2022/05/05 15:44:55.000,35.154423586,-2.905524832,23.5117,6,6,3.9972,2.5107,7.5425,1.5213,-1.8416,-3.8992,0.00,0.0
2022/05/05 15:44:56.000,35.154427957,-2.905525227,25.3730,6,5,3.8668,2.4717,7.5447,0.8061,-1.7514,-3.0719,0.00,0.0
2022/05/05 15:44:57.000,35.154418430,-2.905525611,27.5443,6,6,3.6696,2.3490,6.9834,0.8571,-0.9283,-3.1709,0.00,0.0
2022/05/05 15:44:58.000,35.154408328,-2.905531587,30.3585,6,6,3.5660,2.3049,6.8002,0.7472,-0.4041,-3.0968,0.00,0.0
2022/05/05 15:44:59.000,35.154405778,-2.905540298,31.9881,6,6,3.5322,2.3281,6.9019,0.6727,-0.7618,-3.0181,0.00,0.0
2022/05/05 15:45:00.000,35.154411097,-2.905548466,33.8045,6,6,3.5066,2.2886,6.6884,0.6703,0.4486,-3.0057,0.00,0.0
2022/05/05 15:45:01.000,35.154409978,-2.905544623,33.6129,6,6,3.4918,2.2836,6.6191,0.6501,0.6673,-2.9779,0.00,0.0
2022/05/05 15:45:02.000,35.154405684,-2.905544744,32.8668,6,6,3.4829,2.2857,6.5918,0.6394,0.7564,-2.9560,0.00,0.0
2022/05/05 15:45:03.000,35.154407277,-2.905543414,32.5905,6,6,3.4771,2.2890,6.5962,0.6321,0.8285,-2.9445,0.00,0.0
2022/05/05 15:45:04.000,35.154410397,-2.905537701,32.4240,6,6,3.4727,2.2998,6.6344,0.6248,0.9707,-2.9329,0.00,0.0
2022/05/05 15:45:05.000,35.154406000,-2.905540677,31.3377,6,5,3.4750,2.5390,7.0940,0.7557,1.9308,-2.8514,0.00,0.0
2022/05/05 15:45:06.000,35.154407845,-2.905528287,32.4258,6,6,3.4735,2.3815,6.7698,0.6876,1.3436,-2.9047,0.00,0.0
2022/05/05 15:45:07.000,35.154406616,-2.905524524,32.3589,6,6,3.4715,2.3100,6.6713,0.6394,1.0051,-2.9352,0.00,0.0
2022/05/05 15:45:08.000,35.154395956,-2.905529139,31.8072,6,6,3.5395,2.3220,6.7882,0.8047,0.6593,-3.0895,0.00,0.0
2022/05/05 15:45:09.000,35.154392739,-2.905543865,31.3004,6,5,3.5516,2.5627,7.2401,0.9317,1.7543,-3.0352,0.00,0.0
2022/05/05 15:45:10.000,35.154396870,-2.905541983,32.1857,6,6,3.5500,2.3587,6.8351,0.8529,0.7743,-3.1052,0.00,0.0
2022/05/05 15:45:11.000,35.154394781,-2.905541794,33.0458,6,6,3.5453,2.3270,6.8291,0.8203,0.6639,-3.1147,0.00,0.0
2022/05/05 15:45:12.000,35.154393323,-2.905534505,31.7443,6,5,3.5414,2.5620,7.2509,0.9246,1.7668,-3.0131,0.00,0.0
2022/05/05 15:45:13.000,35.154384754,-2.905527947,32.1058,6,6,3.5025,2.3704,6.8502,0.7533,0.3812,-2.9559,0.00,0.0
2022/05/05 15:45:14.000,35.154380020,-2.905526370,32.1281,6,6,3.4574,2.2588,6.4726,0.6306,0.5553,-2.9071,0.00,0.0
2022/05/05 15:45:15.000,35.154376767,-2.905517631,32.0388,6,6,3.4486,2.2410,6.4104,0.5921,0.5587,-2.8926,0.00,0.0
2022/05/05 15:45:16.000,35.154374739,-2.905517270,31.1996,6,6,3.4400,2.2299,6.3721,0.5617,0.5366,-2.8755,0.00,0.0
2022/05/05 15:45:17.000,35.154374432,-2.905516910,31.5544,6,6,3.4335,2.2250,6.3445,0.5464,0.5300,-2.8602,0.00,0.0
2022/05/05 15:45:18.000,35.154374994,-2.905523219,31.3207,6,6,3.4295,2.2242,6.3246,0.5401,0.5516,-2.8475,0.00,0.0
2022/05/05 15:45:19.000,35.154371046,-2.905524235,32.0285,6,6,3.4274,2.2248,6.3098,0.5431,0.6056,-2.8418,0.00,0.0
2022/05/05 15:45:20.000,35.154372298,-2.905526409,32.1527,6,6,3.4258,2.2282,6.3290,0.5390,0.6421,-2.8385,0.00,0.0
2022/05/05 15:45:21.000,35.154371846,-2.905527467,33.2947,6,6,3.4225,2.2394,6.3826,0.5277,0.8106,-2.8288,0.00,0.0
2022/05/05 15:45:22.000,35.154367552,-2.905525373,32.5245,6,5,3.4250,2.5125,6.8913,0.7009,1.9202,-2.7219,0.00,0.0
2022/05/05 15:45:23.000,35.154362598,-2.905511495,33.6707,6,6,3.4212,2.3018,6.4556,0.5795,1.1137,-2.7918,0.00,0.0
2022/05/05 15:45:24.000,35.154352386,-2.905504279,33.5703,6,6,3.4203,2.2396,6.3216,0.5433,0.7322,-2.8116,0.00,0.0
2022/05/05 15:45:25.000,35.154346806,-2.905503025,33.3877,6,6,3.4190,2.2277,6.2949,0.5313,0.6602,-2.8118,0.00,0.0
2022/05/05 15:45:26.000,35.154337211,-2.905504540,33.7299,6,6,3.4179,2.2197,6.2759,0.5222,0.6037,-2.8121,0.00,0.0
2022/05/05 15:45:27.000,35.154330585,-2.905497815,34.0594,6,6,3.4174,2.2163,6.2625,0.5200,0.5658,-2.8118,0.00,0.0
2022/05/05 15:45:28.000,35.154331801,-2.905492585,34.9300,6,6,3.4168,2.2156,6.2543,0.5201,0.5563,-2.8096,0.00,0.0
2022/05/05 15:45:29.000,35.154332141,-2.905486423,33.8965,6,6,3.4162,2.2166,6.2516,0.5210,0.5719,-2.8060,0.00,0.0
2022/05/05 15:45:30.000,35.154327622,-2.905482948,34.5384,6,6,3.4163,2.2197,6.2577,0.5245,0.5985,-2.8047,0.00,0.0
2022/05/05 15:45:31.000,35.154328748,-2.905482238,33.4154,6,6,3.4169,2.2232,6.2848,0.5236,0.6450,-2.8091,0.00,0.0
2022/05/05 15:45:32.000,35.154327102,-2.905485274,32.5667,6,6,3.4163,2.2349,6.3586,0.5170,0.8085,-2.8112,0.00,0.0
2022/05/05 15:45:33.000,35.154326841,-2.905490829,31.0915,6,5,3.4205,2.5121,6.9361,0.6946,1.9336,-2.7154,0.00,0.0
2022/05/05 15:45:34.000,35.154327557,-2.905487059,33.8078,6,6,3.4176,2.3281,6.6480,0.5371,1.1767,-2.7697,0.00,0.0
2022/05/05 15:45:35.000,35.154318647,-2.905493528,32.0393,6,5,3.4194,2.5229,6.9490,0.6904,1.9970,-2.7098,0.00,0.0
2022/05/05 15:45:36.000,35.154312838,-2.905475006,34.2954,6,6,3.4167,2.2991,6.4408,0.5731,1.1309,-2.7785,0.00,0.0
2022/05/05 15:45:37.000,35.154311423,-2.905468532,33.6749,6,6,3.4154,2.2340,6.2793,0.5361,0.7293,-2.7926,0.00,0.0
2022/05/05 15:45:38.000,35.154304798,-2.905468433,32.9464,6,6,3.4140,2.2215,6.2468,0.5226,0.6539,-2.7907,0.00,0.0
2022/05/05 15:45:39.000,35.154304232,-2.905467805,32.9322,6,6,3.4133,2.2132,6.2235,0.5149,0.5844,-2.7911,0.00,0.0
2022/05/05 15:45:40.000,35.154303059,-2.905470768,33.6485,6,6,3.4134,2.2095,6.2022,0.5155,0.5271,-2.7902,0.00,0.0
2022/05/05 15:45:41.000,35.154306372,-2.905469425,32.5156,6,6,3.4133,2.2080,6.1825,0.5184,0.4902,-2.7868,0.00,0.0
2022/05/05 15:45:42.000,35.154307965,-2.905474501,32.5144,6,6,3.4130,2.2072,6.1654,0.5204,0.4720,-2.7823,0.00,0.0
2022/05/05 15:45:43.000,35.154303591,-2.905474909,32.4426,6,6,3.4127,2.2050,6.1467,0.5240,0.4920,-2.7808,0.00,0.0
2022/05/05 15:45:44.000,35.154294472,-2.905471442,32.8087,6,6,3.4130,2.2049,6.1422,0.5233,0.4957,-2.7803,0.00,0.0
2022/05/05 15:45:45.000,35.154296915,-2.905471110,31.8894,6,6,3.4133,2.2049,6.1500,0.5230,0.5016,-2.7824,0.00,0.0
2022/05/05 15:45:46.000,35.154298917,-2.905474443,31.7550,6,6,3.4131,2.2066,6.1771,0.5224,0.4679,-2.7819,0.00,0.0
2022/05/05 15:45:47.000,35.154294321,-2.905472109,31.4469,6,6,3.4161,2.2408,6.3239,0.4609,-0.5210,-2.7440,0.00,0.0
2022/05/05 15:45:48.000,35.154288376,-2.905475395,31.8345,6,6,3.4136,2.2096,6.2016,0.5177,0.5365,-2.7843,0.00,0.0
2022/05/05 15:45:49.000,35.154286499,-2.905467826,31.0326,6,6,3.4155,2.2141,6.2067,0.5155,0.5984,-2.7873,0.00,0.0
2022/05/05 15:45:50.000,35.154285769,-2.905455232,30.3608,6,6,3.4162,2.2168,6.2285,0.5159,0.6714,-2.7932,0.00,0.0
2022/05/05 15:45:51.000,35.154282673,-2.905452774,29.7528,6,6,3.4167,2.2315,6.3001,0.5096,0.8144,-2.7907,0.00,0.0
2022/05/05 15:45:52.000,35.154279935,-2.905459653,30.5278,6,5,3.4294,2.5197,6.8398,0.7214,1.9347,-2.7003,0.00,0.0
2022/05/05 15:45:53.000,35.154274924,-2.905465909,30.2737,6,6,3.4172,2.3004,6.4027,0.5617,1.1641,-2.7596,0.00,0.0
2022/05/05 15:45:54.000,35.154275605,-2.905461572,30.0459,6,6,3.4172,2.2410,6.2914,0.5194,0.8783,-2.7869,0.00,0.0
2022/05/05 15:45:55.000,35.154277916,-2.905456824,29.9595,6,6,3.4174,2.2310,6.2755,0.5066,0.8373,-2.7903,0.00,0.0
2022/05/05 15:45:56.000,35.154275831,-2.905452907,30.5914,6,6,3.4182,2.2268,6.2725,0.5013,0.8116,-2.7946,0.00,0.0
2022/05/05 15:45:57.000,35.154273470,-2.905451865,30.3796,6,6,3.4191,2.2274,6.2880,0.4984,0.8130,-2.8002,0.00,0.0
2022/05/05 15:45:58.000,35.154266369,-2.905452873,31.1810,6,6,3.4204,2.2410,6.3451,0.4933,0.9179,-2.7973,0.00,0.0
2022/05/05 15:45:59.000,35.154260787,-2.905445912,32.3382,6,5,3.4363,2.5329,6.9384,0.7048,1.8997,-2.6914,0.00,0.0
2022/05/05 15:46:00.000,35.154262730,-2.905447402,30.9686,6,6,3.4247,2.3064,6.4817,0.5545,1.1778,-2.7831,0.00,0.0
2022/05/05 15:46:01.000,35.154257228,-2.905452685,30.1962,6,6,3.4241,2.2673,6.4605,0.4961,1.1389,-2.8182,0.00,0.0
2022/05/05 15:46:02.000,35.154258232,-2.905454010,30.3845,6,5,3.4276,2.5543,7.0207,0.6673,2.1421,-2.7106,0.00,0.0
2022/05/05 15:46:03.000,35.154257348,-2.905453871,30.8299,6,5,3.4278,2.5591,7.0105,0.6707,2.1484,-2.7013,0.00,0.0
2022/05/05 15:46:04.000,35.154256310,-2.905452138,31.2380,6,6,3.4277,2.3079,6.4521,0.5335,1.2126,-2.7841,0.00,0.0
2022/05/05 15:46:05.000,35.154249347,-2.905450610,32.5225,6,6,3.4281,2.2506,6.3138,0.4861,0.9261,-2.8037,0.00,0.0
2022/05/05 15:46:06.000,35.154243382,-2.905449420,34.4339,6,6,3.4291,2.2400,6.2934,0.4605,0.9157,-2.8092,0.00,0.0
2022/05/05 15:46:07.000,35.154244507,-2.905442257,34.7340,6,6,3.4327,2.2367,6.2997,0.4407,0.9110,-2.8223,0.00,0.0
2022/05/05 15:46:08.000,35.154248221,-2.905431138,33.2159,6,6,3.4378,2.2402,6.3273,0.4177,0.9364,-2.8395,0.00,0.0
2022/05/05 15:46:09.000,35.154244836,-2.905425167,32.5743,6,6,3.4414,2.2580,6.3927,0.3751,1.0730,-2.8465,0.00,0.0
2022/05/05 15:46:10.000,35.154237764,-2.905419768,32.6495,6,5,3.4521,2.5586,6.9459,0.5572,2.1144,-2.7756,0.00,0.0
2022/05/05 15:46:11.000,35.154228612,-2.905418183,32.8641,6,6,3.4762,2.3535,6.5488,0.1573,1.4540,-2.9063,0.00,0.0
2022/05/05 15:46:12.000,35.154238397,-2.905431775,31.3886,6,5,3.8503,2.7904,7.0201,-1.6328,2.4528,-3.6548,0.00,0.0
2022/05/05 15:46:13.000,35.154238918,-2.905431802,32.2202,6,6,3.5425,2.3630,6.4616,-0.6785,1.3813,-3.0501,0.00,0.0
2022/05/05 15:46:14.000,35.154233275,-2.905428741,33.5257,6,6,3.4663,2.2578,6.2983,0.1495,0.9440,-2.8827,0.00,0.0
2022/05/05 15:46:15.000,35.154223703,-2.905428807,33.3278,6,6,3.4545,2.2383,6.2470,0.3095,0.8381,-2.8522,0.00,0.0
2022/05/05 15:46:16.000,35.154213627,-2.905424831,33.7301,6,6,3.4462,2.2265,6.2070,0.3900,0.7578,-2.8291,0.00,0.0
2022/05/05 15:46:17.000,35.154213141,-2.905417484,32.8752,6,6,3.4403,2.2211,6.1751,0.4329,0.6934,-2.8091,0.00,0.0
2022/05/05 15:46:18.000,35.154213651,-2.905411362,32.0601,6,6,3.4367,2.2185,6.1503,0.4549,0.6468,-2.7933,0.00,0.0
2022/05/05 15:46:19.000,35.154211240,-2.905408991,32.9934,6,6,3.4347,2.2169,6.1326,0.4678,0.6157,-2.7821,0.00,0.0
2022/05/05 15:46:20.000,35.154211242,-2.905416901,32.1234,6,6,3.4338,2.2157,6.1221,0.4762,0.5964,-2.7751,0.00,0.0
2022/05/05 15:46:21.000,35.154203494,-2.905417316,32.2325,6,6,3.4337,2.2149,6.1183,0.4818,0.5874,-2.7713,0.00,0.0
2022/05/05 15:46:22.000,35.154203903,-2.905413315,31.9795,6,6,3.4341,2.2146,6.1205,0.4849,0.5886,-2.7700,0.00,0.0
2022/05/05 15:46:23.000,35.154199659,-2.905408567,32.3404,6,6,3.4348,2.2148,6.1278,0.4853,0.6013,-2.7703,0.00,0.0
2022/05/05 15:46:24.000,35.154202810,-2.905413422,32.9517,6,6,3.4357,2.2155,6.1395,0.4830,0.6273,-2.7713,0.00,0.0
2022/05/05 15:46:25.000,35.154202280,-2.905412718,31.2312,6,6,3.4374,2.2176,6.1556,0.4809,0.6641,-2.7737,0.00,0.0
2022/05/05 15:46:26.000,35.154204487,-2.905408311,30.5316,6,6,3.4403,2.2221,6.1789,0.4813,0.7044,-2.7795,0.00,0.0
2022/05/05 15:46:27.000,35.154197669,-2.905398964,29.2341,6,6,3.4438,2.2277,6.2172,0.4732,0.7623,-2.7882,0.00,0.0
2022/05/05 15:46:28.000,35.154186211,-2.905387007,29.9464,6,6,3.4460,2.2437,6.2827,0.4519,0.9272,-2.7868,0.00,0.0
2022/05/05 15:46:29.000,35.154189396,-2.905385365,30.9236,6,5,3.4537,2.5458,6.8292,0.6571,2.0358,-2.6788,0.00,0.0
2022/05/05 15:46:30.000,35.154189720,-2.905379039,30.9122,6,6,3.4532,2.3201,6.3883,0.5030,1.2521,-2.7617,0.00,0.0
2022/05/05 15:46:31.000,35.154198012,-2.905385373,30.4094,6,6,3.4937,2.3027,6.3100,-0.1976,1.1089,-2.8677,0.00,0.0
2022/05/05 15:46:32.000,35.154193613,-2.905385489,29.9382,6,6,3.5008,2.2929,6.2959,-0.2722,1.0773,-2.8829,0.00,0.0
2022/05/05 15:46:33.000,35.154197273,-2.905383984,30.1942,6,6,3.5033,2.2836,6.2756,-0.2838,1.0305,-2.8839,0.00,0.0
2022/05/05 15:46:34.000,35.154189453,-2.905379724,30.2146,6,6,3.5061,2.2791,6.2538,-0.2789,0.9908,-2.8810,0.00,0.0
2022/05/05 15:46:35.000,35.154188688,-2.905374307,30.8517,6,6,3.5095,2.2771,6.2338,-0.2689,0.9640,-2.8763,0.00,0.0
2022/05/05 15:46:36.000,35.154180788,-2.905377208,31.4263,6,6,3.5132,2.2761,6.2175,-0.2603,0.9466,-2.8708,0.00,0.0
2022/05/05 15:46:37.000,35.154172775,-2.905367061,31.2797,6,6,3.5172,2.2754,6.2049,-0.2546,0.9366,-2.8656,0.00,0.0
2022/05/05 15:46:38.000,35.154170457,-2.905360105,31.7559,6,6,3.5214,2.2731,6.1910,-0.2437,0.9449,-2.8631,0.00,0.0
2022/05/05 15:46:39.000,35.154176295,-2.905354771,31.3760,6,6,3.5283,2.2730,6.1878,-0.2451,0.9435,-2.8581,0.00,0.0
2022/05/05 15:46:40.000,35.154171033,-2.905354870,32.5289,6,6,3.5416,2.2733,6.1898,-0.2530,0.9452,-2.8529,0.00,0.0
2022/05/05 15:46:41.000,35.154162126,-2.905341021,32.5590,6,6,3.5618,2.2739,6.1959,-0.2680,0.9500,-2.8463,0.00,0.0
2022/05/05 15:46:42.000,35.154156700,-2.905336850,31.8631,6,6,3.5843,2.2761,6.2088,-0.2792,0.9379,-2.8274,0.00,0.0
2022/05/05 15:46:43.000,35.154161123,-2.905325743,31.7771,6,6,3.6343,2.2616,6.2031,0.0050,0.8727,-2.7649,0.00,0.0
2022/05/05 15:46:44.000,35.154165268,-2.905323412,31.9795,6,5,4.8072,2.2425,6.2533,-0.4383,0.7689,-2.2377,0.00,0.0
2022/05/05 15:46:45.000,35.154175593,-2.905332381,32.2404,6,6,3.9590,2.2408,6.2362,0.2341,0.8272,-2.6334,0.00,0.0
2022/05/05 15:46:46.000,35.154167054,-2.905333110,32.6518,6,6,3.6298,2.2452,6.2576,0.3465,0.8801,-2.7640,0.00,0.0
2022/05/05 15:46:47.000,35.154160906,-2.905321352,33.2833,6,6,3.5762,2.2639,6.3191,0.3295,1.0278,-2.7739,0.00,0.0
2022/05/05 15:46:48.000,35.154166732,-2.905331872,32.7620,6,5,3.5452,2.5815,6.8971,0.6263,2.1331,-2.6558,0.00,0.0
2022/05/05 15:46:49.000,35.154166276,-2.905324083,33.5783,6,6,3.5411,2.3825,6.4924,0.0671,1.4710,-2.8215,0.00,0.0
2022/05/05 15:46:50.000,35.154154778,-2.905320246,33.1073,6,6,3.5359,2.3298,6.4222,-0.2712,1.2763,-2.8726,0.00,0.0
2022/05/05 15:46:51.000,35.154150870,-2.905308471,31.9680,6,6,3.5324,2.3217,6.4321,-0.3017,1.2593,-2.8911,0.00,0.0
2022/05/05 15:46:52.000,35.154148646,-2.905308821,31.2464,6,6,3.5276,2.3295,6.4779,-0.3353,1.3393,-2.8946,0.00,0.0
2022/05/05 15:46:53.000,35.154146992,-2.905322978,30.3308,6,5,3.5279,2.6399,7.0018,0.3127,2.2755,-2.8059,0.00,0.0
2022/05/05 15:46:54.000,35.154149052,-2.905322216,30.5902,6,6,3.5247,2.3907,6.4984,-0.2094,1.4935,-2.8723,0.00,0.0
2022/05/05 15:46:55.000,35.154149653,-2.905324229,30.3771,6,6,3.5231,2.3257,6.3767,-0.3076,1.2333,-2.8991,0.00,0.0
2022/05/05 15:46:56.000,35.154153123,-2.905328890,29.0513,6,6,3.5224,2.3146,6.3650,-0.3422,1.2027,-2.9094,0.00,0.0
2022/05/05 15:46:57.000,35.154150906,-2.905325470,28.8930,6,6,3.5235,2.3094,6.3654,-0.3680,1.1923,-2.9218,0.00,0.0
2022/05/05 15:46:58.000,35.154143332,-2.905318185,29.6177,6,6,3.5274,2.3120,6.3753,-0.3843,1.2011,-2.9377,0.00,0.0
2022/05/05 15:46:59.000,35.154134112,-2.905305203,30.4171,6,6,3.5322,2.3200,6.4023,-0.4188,1.2413,-2.9544,0.00,0.0
2022/05/05 15:47:00.000,35.154121264,-2.905308544,32.2685,6,6,3.5325,2.3425,6.4613,-0.4653,1.3588,-2.9541,0.00,0.0
2022/05/05 15:47:01.000,35.154113651,-2.905305559,32.6543,6,4,3.5220,2.6564,7.0306,0.1773,2.3076,-2.8549,0.00,0.0
2022/05/05 15:47:02.000,35.154112363,-2.905295322,33.0759,6,6,3.5255,2.3882,6.5854,-0.2526,1.5541,-2.9453,0.00,0.0
2022/05/05 15:47:03.000,35.154118263,-2.905305834,31.0387,6,5,3.9662,2.8687,7.1534,-1.7830,2.6400,-3.8097,0.00,0.0
2022/05/05 15:47:04.000,35.154115658,-2.905307176,30.5622,6,5,3.9826,2.8578,7.1339,-1.8020,2.6218,-3.8321,0.00,0.0
2022/05/05 15:47:05.000,35.154113459,-2.905304412,31.0446,6,6,3.5977,2.3804,6.4770,-0.7516,1.4399,-3.1048,0.00,0.0
2022/05/05 15:47:06.000,35.154112582,-2.905316693,29.2846,6,6,3.5070,2.2745,6.2794,-0.1220,1.0002,-2.9043,0.00,0.0
2022/05/05 15:47:07.000,35.154103182,-2.905313099,30.1030,6,6,3.4915,2.2525,6.2162,0.2854,0.9289,-2.8695,0.00,0.0
2022/05/05 15:47:08.000,35.154104674,-2.905316297,30.0633,6,6,3.4794,2.2392,6.1806,0.3947,0.8562,-2.8422,0.00,0.0
2022/05/05 15:47:09.000,35.154102324,-2.905303502,30.2946,6,6,3.4703,2.2332,6.1573,0.4492,0.7969,-2.8191,0.00,0.0
2022/05/05 15:47:10.000,35.154099665,-2.905304043,30.6696,6,6,3.4642,2.2307,6.1429,0.4771,0.7651,-2.8013,0.00,0.0
2022/05/05 15:47:11.000,35.154096853,-2.905298283,30.2442,6,6,3.4607,2.2304,6.1376,0.4963,0.7576,-2.7898,0.00,0.0
2022/05/05 15:47:12.000,35.154093138,-2.905293325,29.5502,6,6,3.4592,2.2327,6.1443,0.5153,0.7614,-2.7850,0.00,0.0
2022/05/05 15:47:13.000,35.154096287,-2.905294198,28.7212,6,6,3.4583,2.2356,6.1707,0.5269,0.7857,-2.7858,0.00,0.0
2022/05/05 15:47:14.000,35.154096844,-2.905301087,28.2475,6,6,3.4563,2.2481,6.2302,0.5298,0.9241,-2.7794,0.00,0.0
2022/05/05 15:47:15.000,35.154096821,-2.905307948,27.8546,6,5,3.4617,2.5488,6.7568,0.7437,2.0140,-2.6613,0.00,0.0
2022/05/05 15:47:16.000,35.154091995,-2.905302968,29.3984,6,6,3.4580,2.3165,6.3183,0.6104,1.2093,-2.7468,0.00,0.0
2022/05/05 15:47:17.000,35.154093310,-2.905299212,30.1216,6,6,3.4586,2.2400,6.1588,0.5768,0.7708,-2.7742,0.00,0.0
2022/05/05 15:47:18.000,35.154095672,-2.905300469,30.2735,6,6,3.4588,2.2272,6.1325,0.5703,0.6856,-2.7786,0.00,0.0
2022/05/05 15:47:19.000,35.154088980,-2.905296021,30.7966,6,6,3.4594,2.2188,6.1140,0.5669,0.6109,-2.7829,0.00,0.0
2022/05/05 15:47:20.000,35.154087775,-2.905292158,31.8260,6,6,3.4615,2.2173,6.1054,0.5676,0.5235,-2.7857,0.00,0.0
2022/05/05 15:47:21.000,35.154091514,-2.905286463,32.3349,6,6,3.4647,2.2172,6.0927,0.5706,0.4796,-2.7905,0.00,0.0
2022/05/05 15:47:22.000,35.154090316,-2.905291291,33.0041,6,6,3.4685,2.2177,6.0768,0.5718,0.4805,-2.7977,0.00,0.0
2022/05/05 15:47:23.000,35.154093954,-2.905302260,31.7917,6,6,3.4725,2.2209,6.0728,0.5713,0.4514,-2.8031,0.00,0.0
2022/05/05 15:47:24.000,35.154103537,-2.905302774,31.2111,6,6,3.4768,2.2221,6.0793,0.5794,0.4099,-2.8126,0.00,0.0
2022/05/05 15:47:25.000,35.154108114,-2.905300388,30.6868,6,6,3.5187,2.2686,6.1483,0.3467,0.7085,-2.9002,0.00,0.0
2022/05/05 15:47:26.000,35.154101759,-2.905295752,29.9539,6,6,3.5313,2.2722,6.1865,0.3484,0.6950,-2.9357,0.00,0.0
2022/05/05 15:47:27.000,35.154095071,-2.905299325,28.7149,6,6,3.5413,2.2782,6.2373,0.3955,0.5598,-2.9581,0.00,0.0
2022/05/05 15:47:28.000,35.154095347,-2.905299643,29.1502,6,6,3.5559,2.3235,6.3959,0.3729,-0.5620,-2.9481,0.00,0.0
2022/05/05 15:47:29.000,35.154102514,-2.905303248,28.3677,6,6,3.5725,2.2884,6.3518,0.4897,0.4346,-3.0423,0.00,0.0
2022/05/05 15:47:30.000,35.154111496,-2.905299800,28.5404,6,6,3.6482,2.2965,6.5321,0.6519,-0.4708,-3.2384,0.00,0.0
2022/05/05 15:47:31.000,35.154111659,-2.905300965,30.2705,6,5,5.0254,2.9655,8.6621,2.6680,-3.3691,-5.5010,0.00,0.0
2022/05/05 15:47:32.000,35.154114758,-2.905297499,29.3494,6,5,5.1510,2.9918,8.9314,2.8126,-3.5728,-5.7131,0.00,0.0
2022/05/05 15:47:33.000,35.154119994,-2.905287733,28.1567,6,6,3.8573,2.3551,6.9249,1.2932,-1.5325,-3.6467,0.00,0.0
2022/05/05 15:47:34.000,35.154120270,-2.905295188,27.5255,6,6,3.7851,2.3050,6.8136,1.1685,-1.3832,-3.5258,0.00,0.0
2022/05/05 15:47:35.000,35.154118460,-2.905304336,27.3718,6,5,4.8358,2.8353,8.2976,2.5277,-3.1653,-5.1787,0.00,0.0
2022/05/05 15:47:36.000,35.154115349,-2.905300298,26.4603,6,6,3.7951,2.3387,6.6478,1.2645,-1.4485,-3.4571,0.00,0.0
2022/05/05 15:47:37.000,35.154105251,-2.905295957,27.4032,6,6,3.5810,2.2418,6.2838,0.8849,-0.8225,-3.0429,0.00,0.0
2022/05/05 15:47:38.000,35.154097442,-2.905297342,28.3399,6,6,3.5472,2.2259,6.2160,0.8169,-0.7086,-2.9719,0.00,0.0
2022/05/05 15:47:39.000,35.154076573,-2.905300432,30.5389,6,6,3.5223,2.2153,6.1663,0.7654,-0.6137,-2.9184,0.00,0.0
2022/05/05 15:47:40.000,35.154064419,-2.905300917,32.0868,6,6,3.5050,2.2100,6.1221,0.7340,-0.5321,-2.8739,0.00,0.0
2022/05/05 15:47:41.000,35.154060596,-2.905306555,31.7856,6,6,3.4943,2.2074,6.0835,0.7177,-0.4731,-2.8400,0.00,0.0
2022/05/05 15:47:42.000,35.154059835,-2.905312222,32.2076,6,6,3.4879,2.2056,6.0536,0.7085,-0.4331,-2.8164,0.00,0.0
